ID,Behaviour_ID,Behaviour_Result,Behaviour_Start_Time
Z0000564E,5640021,ElZconoHLL,1/1/2012 0:00
Z0000564E,5640022,hgSQUYyTGz,1/1/2012 21:01
Z0000564E,5640023,beDCJKVGfo,2/1/2012 10:27
Z0000564E,5640024,HnDihWcCZv,4/1/2012 6:26
Z0000564E,5640025,xAQUnQftlK,4/1/2012 9:50
Z0000564E,5640026,lUNarBJjhn,15/1/2012 6:14
Z0000564E,5640031,ASfmruZSiX,1/1/2012 0:00
Z0000564E,5640032,QCPiRKnSlN,1/1/2012 14:54
Z0000564E,5640033,fmkhldiWWX,5/1/2012 14:23
Z0000564E,5640034,XwwoCDynvR,6/1/2012 8:16
Z0000564E,5640035,JiSQEVgLqf,6/1/2012 23:43
N0000565U,5650011, fJdHqnxrO,1/1/2012 0:00
N0000565U,5650012,bmYyFYTYYd,1/1/2012 6:06
N0000565U,5650013,sEVQEtyfXe,1/1/2012 9:35
N0000565U,5650014,UdhdfLbpvn,3/1/2012 7:48
N0000565U,5650021,xYuItiQzWv,1/1/2012 0:00
N0000565U,5650022,wDMpasZMBd,1/1/2012 13:23
N0000565U,5650023,oQdLyizpck,10/1/2012 0:02
N0000565U,5650024,AsUOvLzYsb,10/1/2012 4:46
B0000566O,5660011,DXGmmZvvMz,1/1/2012 0:00
B0000566O,5660012, dnUEnFLcJ,1/1/2012 14:42
B0000566O,5660013,kMmbJbUPjC,2/1/2012 1:14
B0000566O,5660014,hEvoKExGax,4/1/2012 0:14
B0000566O,5660015,qgswrRoQvh,4/1/2012 10:22
B0000566O,5660016,eHMtFoAzye,5/1/2012 9:06
B0000566O,5660017,hSXqWluYWg,5/1/2012 14:54
B0000566O,5660018,hZnjvLMRHT,6/1/2012 6:04
B0000566O,5660021,arCDbWWImy,1/1/2012 0:00
B0000566O,5660022,KGDSEqNYsg,4/1/2012 4:38
B0000566O,5660023,FgyiFztNNx,5/1/2012 14:59
B0000566O,5660031,qYrFgthFCZ,1/1/2012 0:00
B0000566O,5660032,DIyUwTTQ R,2/1/2012 2:15
B0000566O,5660033,dhUrcFhJvS,11/1/2012 12:52
B0000566O,5660034,uOfBgooHFd,14/1/2012 21:47
E0000567S,5670011,sfDAhluwyA,1/1/2012 0:00
E0000567S,5670012,jbeYnipBmO,3/1/2012 23:27
E0000567S,5670013,cCKnwLpStW,5/1/2012 20:32
E0000567S,5670014,KrZjl KnCV,15/1/2012 23:07
E0000567S,5670015,JuxkxoBnCc,16/1/2012 20:11
E0000567S,5670016,EoSaBkCvcP,19/1/2012 22:14
E0000567S,5670021,GGrUaaPFuk,1/1/2012 0:00
E0000567S,5670022,AvwDpfhk I,1/1/2012 22:04
E0000567S,5670023,C XUOFbTWW,3/1/2012 10:24
W0000568V,5680011,sGlYFExxrD,1/1/2012 0:00
W0000568V,5680012,jLQZhrTKko,5/1/2012 12:24
W0000568V,5680013,GWuhRSuYzO,5/1/2012 22:42
W0000568V,5680014,XQoQyoFHvX,6/1/2012 3:07
W0000568V,5680015,mAlbnDUCpC,6/1/2012 12:33
W0000568V,5680016,KQoAmMhLQl,6/1/2012 13:14
W0000568V,5680017,qBsBtLNxBg,6/1/2012 15:13
W0000568V,5680021,iGQInvelQO,1/1/2012 0:00
W0000568V,5680022,yobUhLDOTD,1/1/2012 2:43
W0000568V,5680023,lkJvaUiDRR,1/1/2012 14:54
W0000568V,5680031,IoJFGXfNt ,1/1/2012 0:00
W0000568V,5680032,mKOFF aUYr,1/1/2012 23:07
W0000568V,5680033,GJzrXmLQwP,5/1/2012 12:29
W0000568V,5680034,gybXYqYelY,5/1/2012 13:34
W0000568V,5680035,sfSR NdizS,5/1/2012 23:37
W0000568V,5680036,ZFQGhASTOU,6/1/2012 8:50
Q0000569U,5690011,yvhHhQiScp,1/1/2012 0:00
Q0000569U,5690012,pza fCQjmV,1/1/2012 4:07
Q0000569U,5690013,tVYIBJPQvs,4/1/2012 23:09
Q0000569U,5690014,MElYaUmAFD,6/1/2012 19:40
Q0000569U,5690015,d MirXqDcR,6/1/2012 20:16
Q0000569U,5690016,TzGctkXFBq,6/1/2012 21:59
Q0000569U,5690017,ZwHPnzwMCb,7/1/2012 4:36
Q0000569U,5690021,y dIUkHzJd,1/1/2012 0:00
Q0000569U,5690022,TdgUEZaWTp,3/1/2012 9:48
Q0000569U,5690023,hArsraVtbf,4/1/2012 7:06
G0000570U,5700011,WiMWPmiYOu,1/1/2012 0:00
G0000570U,5700012,ZgBd DHCnH,1/1/2012 7:25
G0000570U,5700013,OmxcHJEcQS,2/1/2012 7:11
G0000570U,5700021,EhqhwYfWSD,1/1/2012 0:00
G0000570U,5700022,VOZiFZgyxP,7/1/2012 6:20
G0000570U,5700023,ofRloDgDIA,10/1/2012 6:15
X0000571Y,5710011,KBDfQPUjyW,1/1/2012 0:00
X0000571Y,5710012,usTyVqKJDk,1/1/2012 3:55
X0000571Y,5710013,wQcFoiBDTQ,1/1/2012 7:39
X0000571Y,5710014,yXfNMlrGEU,1/1/2012 9:06
X0000571Y,5710021,hgmCwtSXvZ,1/1/2012 0:00
X0000571Y,5710022,hTEAEVxIlK,1/1/2012 10:27
X0000571Y,5710023,JnuLnIIHdW,1/1/2012 14:48
X0000571Y,5710024,LAUkiJCnyf,5/1/2012 3:56
X0000571Y,5710025,XXhEZWIKua,8/1/2012 16:05
X0000571Y,5710026,LqXKVjrVkK,9/1/2012 21:10
X0000571Y,5710027, eYltnoHFB,10/1/2012 9:24
X0000571Y,5710031,YEXSRmoOZh,1/1/2012 0:00
X0000571Y,5710032,cjcCXGspsl,1/1/2012 7:58
X0000571Y,5710033,DSqFBeFHoJ,1/1/2012 11:45
X0000571Y,5710034,RE UFpZggl,1/1/2012 18:21
X0000571Y,5710041,GSF ugBGWm,1/1/2012 0:00
X0000571Y,5710042,gOIHHnxTZJ,2/1/2012 22:46
X0000571Y,5710043,OawLTwWPIR,4/1/2012 3:50
X0000571Y,5710044,CIpbsdswhm,15/1/2012 15:50
X0000571Y,5710045,LjQuhOJJos,17/1/2012 15:16
N0000572B,5720011,reBK BgNvp,1/1/2012 0:00
N0000572B,5720012,tycUNpRtip,2/1/2012 9:33
N0000572B,5720013,lCpvMDtRaR,8/1/2012 5:32
T0000573V,5730011,KGJVLvNdaP,1/1/2012 0:00
T0000573V,5730012,KSPbrIFAGL,1/1/2012 4:35
T0000573V,5730013,qIzwbqyeNq,1/1/2012 7:18
T0000573V,5730014,LlsndtqnYR,2/1/2012 2:06
T0000573V,5730015,loItDwPbIu,2/1/2012 2:10
T0000573V,5730016,SBDQfnFYPc,2/1/2012 2:59
C0000574X,5740011,tOClIhdCXC,1/1/2012 0:00
C0000574X,5740012,NaxqwtsXmi,6/1/2012 17:03
C0000574X,5740013,VVHy ViZmr,9/1/2012 8:46
C0000574X,5740021,VqVCSqCGlK,1/1/2012 0:00
C0000574X,5740022,OlSBavUBlR,6/1/2012 19:35
C0000574X,5740023,gKrbggXBy ,7/1/2012 10:48
C0000574X,5740031,KrlISHzYUv,1/1/2012 0:00
C0000574X,5740032,hTPHIKLBxO,5/1/2012 16:27
C0000574X,5740033,hedDNVRDeX,9/1/2012 8:42
U0000575K,5750011,VKjdMJFUbp,1/1/2012 0:00
U0000575K,5750012,lcGBpWxHHQ,1/1/2012 22:47
U0000575K,5750013,YEShLAGjGP,2/1/2012 22:08
U0000575K,5750014,yjAkVufvGJ,3/1/2012 6:31
U0000575K,5750015,iCgbjaWHbv,7/1/2012 8:17
U0000575K,5750021,CemUkyWCQU,1/1/2012 0:00
U0000575K,5750022,MsJWjRYcEh,7/1/2012 17:22
U0000575K,5750031,BbeqPrOvrY,1/1/2012 0:00
U0000575K,5750032,phYO cJO a,2/1/2012 15:01
U0000575K,5750033,k qVExcNfC,3/1/2012 13:47
U0000575K,5750034,PaTNguXndS,7/1/2012 15:37
U0000575K,5750035,AFMqxercPY,13/1/2012 9:59
U0000575K,5750041,vrN NDJNUi,1/1/2012 0:00
U0000575K,5750042,LjsmAbwOWc,1/1/2012 1:35
U0000575K,5750043,VwWPAfRgQp,10/1/2012 21:56
B0000576J,5760011,GdlgeO upd,1/1/2012 0:00
B0000576J,5760012,vZhwLdQjWY,4/1/2012 3:04
B0000576J,5760013,YXXrIdmGGC,4/1/2012 5:09
B0000576J,5760014,NUOvOdcizT,4/1/2012 7:59
B0000576J,5760015,doldYsHGdT,4/1/2012 10:38
E0000577Y,5770011,euzmSxuZou,1/1/2012 0:00
E0000577Y,5770012,eiruHcZiew,2/1/2012 9:15
E0000577Y,5770013,aooKIW avy,6/1/2012 3:38
E0000577Y,5770021,yrVAbizkqL,1/1/2012 0:00
E0000577Y,5770022,DHNV YFboy,1/1/2012 15:00
E0000577Y,5770023,M agTkioTv,2/1/2012 19:09
E0000577Y,5770024,hVBvYfLOsA,3/1/2012 23:47
E0000577Y,5770031,EXwUmbCYeS,1/1/2012 0:00
E0000577Y,5770032,HCxuRecxZW,1/1/2012 0:37
E0000577Y,5770033,xukYTWTAlS,1/1/2012 5:20
E0000577Y,5770034,qN yk sEfK,1/1/2012 8:39
E0000577Y,5770035,ExnrVmBufv,1/1/2012 9:24
U0000578D,5780011,hZjiOYJfhN,1/1/2012 0:00
U0000578D,5780012,aTqyvUFnkv,1/1/2012 15:55
U0000578D,5780013,myEDjdBwYR,3/1/2012 9:00
U0000578D,5780014,XjncXVcdgI,9/1/2012 22:18
U0000578D,5780021,NiqRX ANUO,1/1/2012 0:00
U0000578D,5780022,LchwFyNWlm,1/1/2012 2:57
U0000578D,5780023,ZfBCwe qQB,2/1/2012 17:13
U0000578D,5780024,YOvUuuttUv,2/1/2012 18:45
U0000578D,5780025,imfcgFqDgR,2/1/2012 21:46
U0000578D,5780031,A apJUfygA,1/1/2012 0:00
U0000578D,5780032,zqHGgYpQyg,8/1/2012 4:22
U0000578D,5780033,MYFFcaGxLR,12/1/2012 3:56
U0000578D,5780034,qQvQdgYQlh,17/1/2012 9:42
T0000579M,5790011,lGhctdfxop,1/1/2012 0:00
T0000579M,5790012,DnfhLqjxMm,2/1/2012 4:30
T0000579M,5790013,uOyYAiDtwc,4/1/2012 0:32
T0000579M,5790021,pHObsUUdKE,1/1/2012 0:00
T0000579M,5790022,thDiriSflx,6/1/2012 14:55
T0000579M,5790023,mDPQlIdIYv,6/1/2012 20:19
T0000579M,5790024,YaIdzLBERm,8/1/2012 6:11
G0000580V,5800011,nLQAuvScXy,1/1/2012 0:00
G0000580V,5800012,RWWErltuhG,1/1/2012 4:42
G0000580V,5800013,xlTUNHQtly,11/1/2012 1:11
G0000580V,5800014,FPqhhXAEhI,11/1/2012 19:08
G0000580V,5800021,ZCYtxQvJjn,1/1/2012 0:00
G0000580V,5800022,RZvYcwzRZE,1/1/2012 9:22
G0000580V,5800023,jIcGauxGIb,3/1/2012 7:05
G0000580V,5800031,kdbmVxlYNB,1/1/2012 0:00
G0000580V,5800032,ilINGIFupF,5/1/2012 6:10
N0000581Z,5810011,xJutANADnM,1/1/2012 0:00
N0000581Z,5810012,etoLWPLQNZ,1/1/2012 2:02
N0000581Z,5810013,trbYqResKu,1/1/2012 3:07
N0000581Z,5810014,ylkzgEXdrw,2/1/2012 0:09
N0000581Z,5810015,OEwPSDvOVK,2/1/2012 0:56
N0000581Z,5810016,qBcQphqHNO,2/1/2012 2:39
N0000581Z,5810021,X XBjcdMkd,1/1/2012 0:00
N0000581Z,5810022,tNtMIrIkPw,1/1/2012 20:17
N0000581Z,5810023,VOGSkfOKft,2/1/2012 4:39
N0000581Z,5810024,RlyXyaqSaE,2/1/2012 5:36
N0000581Z,5810031,bliwZsMPss,1/1/2012 0:00
N0000581Z,5810032,aMoAFZgrvj,2/1/2012 18:08
N0000581Z,5810033,ZMhbEeTlpZ,3/1/2012 8:05
N0000581Z,5810034,uoayOBTIwQ,6/1/2012 0:52
N0000581Z,5810035,VUAWmzEhbA,6/1/2012 16:35
N0000581Z,5810041,sXWnEtARSX,1/1/2012 0:00
N0000581Z,5810042,yQxcacWRcd,5/1/2012 15:45
N0000581Z,5810043,eVMmPJYxrF,9/1/2012 13:11
N0000581Z,5810044,sDiylA Muy,18/1/2012 23:34
O0000582E,5820011,FaSPHItBpG,1/1/2012 0:00
O0000582E,5820012,VwkuosSvyu,1/1/2012 4:14
O0000582E,5820013,mmjb hFLES,1/1/2012 14:50
O0000582E,5820014,vobYPSrUgr,2/1/2012 20:40
O0000582E,5820021,VeytDURxpd,1/1/2012 0:00
O0000582E,5820022,lbmagUmYlp,18/1/2012 5:35
O0000582E,5820023,mflhiEGxNM,21/1/2012 8:40
O0000582E,5820031,qDSxNjHdVn,1/1/2012 0:00
O0000582E,5820032,xHEXeKkgUh,20/1/2012 1:56
Y0000583M,5830011,OmBqhKstBR,1/1/2012 0:00
Y0000583M,5830012,p tvCqiqIK,1/1/2012 2:13
Y0000583M,5830013,mdWelEMeWK,1/1/2012 23:28
Y0000583M,5830014,u CBoCHzJw,2/1/2012 19:24
Y0000583M,5830021,qWTqFtctfm,1/1/2012 0:00
Y0000583M,5830022,xQhuKwzGtB,5/1/2012 2:07
Y0000583M,5830023,aFBfEUuNfH,10/1/2012 1:27
Y0000583M,5830024,GSW TlpiRO,15/1/2012 21:49
Y0000583M,5830025,nnHASXshmV,16/1/2012 8:38
S0000584U,5840011,NZTDPJvEjF,1/1/2012 0:00
S0000584U,5840012,wWVgrBhMnE,3/1/2012 14:09
S0000584U,5840013,BpMVmVpOoU,5/1/2012 0:36
S0000584U,5840014,yLyXhwfNce,8/1/2012 17:51
I0000585G,5850011,VfOlIt wyz,1/1/2012 0:00
I0000585G,5850012,PwYsHeXftS,1/1/2012 5:28
I0000585G,5850013,UQOJMWkdCR,1/1/2012 6:39
I0000585G,5850014,pTN idzywF,2/1/2012 3:32
M0000586V,5860011,fcRsIZNQLn,1/1/2012 0:00
M0000586V,5860012,ucNaMzsXGL,1/1/2012 0:34
M0000586V,5860013,qykDowRSna,1/1/2012 0:34
M0000586V,5860014,BJedijXuJd,1/1/2012 0:38
M0000586V,5860015,bqRPldHbfu,1/1/2012 1:03
M0000586V,5860016,dNnOrWLBqG,1/1/2012 1:20
M0000586V,5860021,uSaLuAZVBq,1/1/2012 0:00
M0000586V,5860022,d OBxgdmOB,3/1/2012 11:40
M0000586V,5860023,nBDyDVPELm,6/1/2012 4:33
M0000586V,5860024,WGihbMQPAX,6/1/2012 17:20
M0000586V,5860025,xwBLjabzfl,6/1/2012 18:57
M0000586V,5860026, LAonsUgum,7/1/2012 17:40
I0000587T,5870011,RFeISKshtI,1/1/2012 0:00
I0000587T,5870012,KkxyuYixGu,1/1/2012 9:24
I0000587T,5870013,nQzCOmtuhW,2/1/2012 7:46
I0000587T,5870014,KcDMseNEhZ,2/1/2012 14:28
I0000587T,5870015,EkIyPeWwaF,3/1/2012 20:02
I0000587T,5870016,RQmowOrXfH,4/1/2012 9:31
I0000587T,5870017,alKlZrXmYz,4/1/2012 18:41
I0000587T,5870021,iOTPnkcrxP,1/1/2012 0:00
I0000587T,5870022,ksvSWKVVVL,1/1/2012 0:18
I0000587T,5870023,IgRbYuInEO,1/1/2012 2:12
I0000587T,5870024,NzsvkzQgzX,1/1/2012 3:36
I0000587T,5870025,iBhWiUD WG,1/1/2012 14:49
I0000587T,5870026,JpnQhTnnkA,1/1/2012 20:49
I0000587T,5870031,ultAyMJFyS,1/1/2012 0:00
I0000587T,5870032,KzuwLPbzUg,1/1/2012 14:41
I0000587T,5870041,fkaDZPBiBa,1/1/2012 0:00
I0000587T,5870042,GEcHaEfPna,1/1/2012 7:13
I0000587T,5870043,TuiQbgaQYK,3/1/2012 13:23
I0000587T,5870044,yPqbbqUnKs,3/1/2012 13:36
V0000588T,5880011,QiMhgkrjyF,1/1/2012 0:00
V0000588T,5880012,zDqgTZnxZs,1/1/2012 23:40
V0000588T,5880013,JlCxf UHqO,5/1/2012 10:02
V0000588T,5880014,pjdyohCQkp,6/1/2012 15:35
V0000588T,5880021,dtyAxgNToE,1/1/2012 0:00
V0000588T,5880022,gxPLhpgwZt,1/1/2012 2:35
V0000588T,5880023,UBvtbqQjSI,1/1/2012 13:34
V0000588T,5880024,mNjFQkzwGw,2/1/2012 1:04
N0000589C,5890011,TTDLAwkZNo,1/1/2012 0:00
N0000589C,5890012,cFPWCrGJCN,7/1/2012 15:40
N0000589C,5890013,szxuyAPoya,7/1/2012 20:47
N0000589C,5890014,MdIEzAOKeL,23/1/2012 2:06
T0000590O,5900011,TXpvcPsVB ,1/1/2012 0:00
T0000590O,5900012,EEJApbtjZn,1/1/2012 1:14
T0000590O,5900013,VnRmpMaXrq,1/1/2012 1:30
T0000590O,5900014,QmrpeQnDau,1/1/2012 6:32
T0000590O,5900021,SXxSJoQeOc,1/1/2012 0:00
T0000590O,5900022,WauObHuXAM,1/1/2012 12:42
T0000590O,5900023,GPyjFjLzHL,2/1/2012 2:36
T0000590O,5900024,JZDkqnhyBH,2/1/2012 11:40
T0000590O,5900025,ODuGefrpbg,3/1/2012 3:25
T0000590O,5900026, eo fVthme,3/1/2012 20:24
T0000590O,5900031,vGUJxRleRC,1/1/2012 0:00
T0000590O,5900032,PVsZUUIQWF,4/1/2012 12:56
T0000590O,5900033,FRHrkXyOYp,5/1/2012 12:17
T0000591H,5910011,TAwvIw DGb,1/1/2012 0:00
T0000591H,5910012,grakYD mTD,5/1/2012 18:56
T0000591H,5910013,mDcgSJFxNV,6/1/2012 17:35
T0000591H,5910021,lvtWHTvqcu,1/1/2012 0:00
T0000591H,5910022,WjKweflMjz,4/1/2012 6:01
T0000591H,5910031,yJYCIQxigK,1/1/2012 0:00
T0000591H,5910032,sbxtLkXbVP,3/1/2012 6:31
T0000591H,5910033,ExiOEqsEYn,3/1/2012 6:58
T0000591H,5910034,OLyvuLMLRl,6/1/2012 15:45
T0000592D,5920011,xJGr jZwdg,1/1/2012 0:00
T0000592D,5920012,MVwoKeSGpW,1/1/2012 13:35
T0000592D,5920013,extePAoPEk,3/1/2012 19:41
T0000592D,5920014,XZbJmsHVxU,3/1/2012 19:45
T0000592D,5920015,desiULojIJ,8/1/2012 1:19
T0000592D,5920016,gVqQNlAghI,12/1/2012 13:13
T0000592D,5920021,JJsqmoQMLV,1/1/2012 0:00
T0000592D,5920022,ZSzEypCTqq,21/1/2012 2:30
T0000592D,5920023,JGZki kZZh,29/1/2012 14:58
M0000593K,5930011,TlbbbCGCMp,1/1/2012 0:00
M0000593K,5930012,parFbhAJIz,4/1/2012 14:59
M0000593K,5930013,BXBAGqsdfr,10/1/2012 16:34
M0000593K,5930021,EXFS tcdpg,1/1/2012 0:00
M0000593K,5930022,ljeHtTuiZi,1/1/2012 6:22
M0000593K,5930023,UqdrQCszyC,1/1/2012 18:34
M0000593K,5930024,CmkSnhqOZe,3/1/2012 3:33
M0000593K,5930031,coSwqyvrKU,1/1/2012 0:00
M0000593K,5930032,KqtcNL iiU,4/1/2012 4:38
M0000593K,5930041,KpRkzBdqZm,1/1/2012 0:00
M0000593K,5930042,CqWZeBfmQq,1/1/2012 0:39
M0000593K,5930043,hoaxYvLhIn,1/1/2012 11:49
M0000593K,5930044,HhGlohvHHS,5/1/2012 14:37
M0000593K,5930045,fyWyKRAKNm,7/1/2012 19:40
M0000593K,5930046,SDBLpTATrY,8/1/2012 20:20
M0000593K,5930051,ZajeWdaPqa,1/1/2012 0:00
M0000593K,5930052,QdBbqgtLsQ,7/1/2012 6:41
M0000593K,5930053,gzChYnzvDl,16/1/2012 6:37
G0000594X,5940011,liPNvUvKKN,1/1/2012 0:00
G0000594X,5940012,DlVYnHDIgl,1/1/2012 22:42
G0000594X,5940013,LAFTECAMpI,2/1/2012 0:18
G0000594X,5940014,DECNLFbZBG,2/1/2012 1:49
G0000594X,5940015,ptBrEMIJrM,2/1/2012 19:47
G0000594X,5940016,yXNQobbbUH,5/1/2012 10:21
G0000594X,5940017,fcgLCKTcDR,6/1/2012 23:08
G0000594X,5940021,yudkWfYCvB,1/1/2012 0:00
G0000594X,5940022,wSCpjVICII,1/1/2012 3:09
G0000594X,5940023,GfP DZlVDU,1/1/2012 3:57
G0000594X,5940024,srVytQHvKC,1/1/2012 11:16
G0000594X,5940025,dOWiMEeQFS,1/1/2012 11:24
G0000594X,5940031,kidveaBBQI,1/1/2012 0:00
G0000594X,5940032,PPzvIgfFQt,1/1/2012 5:58
G0000594X,5940033,iPkekteiJl,2/1/2012 1:21
G0000594X,5940034,ZTrAdRfLwl,2/1/2012 14:55
G0000594X,5940035,etbzLuumWH,2/1/2012 19:10
G0000594X,5940036,LGtOAbXJvS,3/1/2012 11:12
G0000594X,5940037,YkhgMruJrQ,3/1/2012 12:02
N0000595V,5950011,IfFCwpUETM,1/1/2012 0:00
N0000595V,5950012,jCHUzwtWhM,1/1/2012 8:57
N0000595V,5950013,YTdjOrloDI,1/1/2012 12:08
N0000595V,5950014,HtgOnHzYOT,1/1/2012 13:28
N0000595V,5950015,OGuOnkNMlq,1/1/2012 14:21
N0000595V,5950021,TQksAeQwFR,1/1/2012 0:00
N0000595V,5950022,PpCFoUIYiQ,1/1/2012 1:44
N0000595V,5950023,rIZRPefTZx,1/1/2012 3:19
N0000595V,5950024,vTnqtLGzGc,1/1/2012 3:58
N0000595V,5950025,dbYRTWKdKE,1/1/2012 4:08
N0000595V,5950031,hNOCOFpIzf,1/1/2012 0:00
N0000595V,5950032,qtpEIuXMZr,5/1/2012 16:41
N0000595V,5950033,U bxQF HwF,5/1/2012 21:42
G0000596Q,5960011,HAVvaYIbiG,1/1/2012 0:00
G0000596Q,5960012,PEEYWlrrjk,8/1/2012 23:32
G0000596Q,5960013,sRZldrFtza,9/1/2012 6:26
G0000596Q,5960021,BTybDgdulB,1/1/2012 0:00
G0000596Q,5960022,ECXmIHceCU,1/1/2012 1:22
G0000596Q,5960023,kBQILsRjBI,1/1/2012 6:34
G0000596Q,5960024,SQVViMfUjE,2/1/2012 1:04
G0000596Q,5960025,WnROpFPrh ,3/1/2012 1:36
G0000596Q,5960026,C DokCdBgz,3/1/2012 7:31
G0000596Q,5960031,lrcaUoWFpe,1/1/2012 0:00
G0000596Q,5960032,rTjIHUPOQf,1/1/2012 0:47
G0000596Q,5960033,lNUFUViflo,1/1/2012 17:01
G0000596Q,5960034,kHzrmswSlT,2/1/2012 4:57
G0000596Q,5960035,NgbMVzTYnH,2/1/2012 12:42
G0000596Q,5960036, yEZcQAGby,2/1/2012 13:16
G0000596Q,5960041,ewJcMPUdVD,1/1/2012 0:00
G0000596Q,5960042,dAgIhONNif,1/1/2012 3:47
G0000596Q,5960043,DzYKLYucib,1/1/2012 4:11
G0000596Q,5960044,zJKTiLfCzO,1/1/2012 6:23
G0000596Q,5960045,FOyE QXixp,1/1/2012 18:15
Y0000597N,5970011,rFsZaFXIXS,1/1/2012 0:00
Y0000597N,5970012,yaEcABCpSp,1/1/2012 5:07
Y0000597N,5970013,yMDMGbWXRl,1/1/2012 8:58
Y0000597N,5970014,RvgVfiHeud,1/1/2012 9:28
Y0000597N,5970015,eCcvZtvvgC,1/1/2012 9:42
Y0000597N,5970016,cwFWZhKhOx,1/1/2012 14:50
H0000598S,5980011,ZsgblCgVwW,1/1/2012 0:00
H0000598S,5980012,padRgSotaY,1/1/2012 5:47
H0000598S,5980013,TitBqcFVJI,1/1/2012 6:49
H0000598S,5980014,ccekMkNayt,1/1/2012 14:43
H0000598S,5980015,VXGuZquHKE,1/1/2012 17:20
H0000598S,5980021,SLieLPZWCk,1/1/2012 0:00
H0000598S,5980022,nZjLfuscx ,4/1/2012 6:17
H0000598S,5980023,ntajzibcXu,5/1/2012 11:28
Z0000599T,5990011,UiHd jx Ap,1/1/2012 0:00
Z0000599T,5990012,WsGL WvKKa,1/1/2012 6:11
Z0000599T,5990013,RblZh hvxe,1/1/2012 14:47
Z0000599T,5990014,FQBiMRHpfi,2/1/2012 4:18
Z0000599T,5990015,ZPphYLgdRA,2/1/2012 19:17
Z0000599T,5990016,aaPNCQJBgl,3/1/2012 9:00
Z0000599T,5990017,dJfj JolLF,3/1/2012 10:32
Z0000599T,5990021,hVnbqlehah,1/1/2012 0:00
Z0000599T,5990022, cPvRxHuNV,1/1/2012 21:11
Z0000599T,5990023,NbmZnMlBSR,1/1/2012 22:21
Z0000599T,5990031,gXiHLiwMwS,1/1/2012 0:00
Z0000599T,5990032,MLynpflvaI,13/1/2012 12:06
W0000600Z,6000011,lWVILKfbzh,1/1/2012 0:00
W0000600Z,6000012,SwMFGrAQfu,1/1/2012 5:49
W0000600Z,6000013,NMJvLzrpKy,1/1/2012 9:03
D0000601Y,6010011,OFqsdQvfGR,1/1/2012 0:00
D0000601Y,6010012,hATQtBvHEZ,1/1/2012 15:11
D0000601Y,6010013,aXSYdODM w,3/1/2012 8:30
D0000601Y,6010014,QxJNxNgAvH,5/1/2012 18:43
D0000601Y,6010021,UlZTa qNoO,1/1/2012 0:00
D0000601Y,6010022, AFhRL YWE,2/1/2012 11:46
D0000601Y,6010023,jwcXUfqmxj,2/1/2012 16:42
D0000601Y,6010024,QsYyomQMyz,6/1/2012 22:09
D0000601Y,6010025,gbGmxoWTHr,10/1/2012 20:18
D0000601Y,6010026,aZxsNuFedL,14/1/2012 14:03
L0000602B,6020011,CuCQff ayN,1/1/2012 0:00
L0000602B,6020012,BMcCeirOfM,1/1/2012 0:36
L0000602B,6020013,JCvJbiaaRw,1/1/2012 6:50
L0000602B,6020021,iyMXXdsoau,1/1/2012 0:00
L0000602B,6020022,gqlceJTqFy,22/1/2012 6:02
N0000603J,6030011,rqXPmINKax,1/1/2012 0:00
N0000603J,6030012,aIyWcskamw,4/1/2012 10:54
N0000603J,6030013,RWYZAgzQhZ,4/1/2012 14:42
N0000603J,6030014,oHSAdjQzMW,14/1/2012 2:36
N0000603J,6030015,sGpuTjkwSh,15/1/2012 10:20
U0000604Q,6040011,EHOSMKlrdM,1/1/2012 0:00
U0000604Q,6040012,HBpfXbpRix,6/1/2012 8:08
U0000604Q,6040013,qTDigi adn,6/1/2012 21:45
U0000604Q,6040014,jOvs cjAVg,9/1/2012 3:47
U0000604Q,6040021,GwahKWfkUu,1/1/2012 0:00
U0000604Q,6040022,UhkGejXplU,1/1/2012 9:48
M0000605P,6050011,ffEIfuNhFf,1/1/2012 0:00
M0000605P,6050012,IX NtuyYHU,1/1/2012 3:30
M0000605P,6050013,xivRwqfkQY,1/1/2012 10:45
M0000605P,6050014,XpwEZKquNN,1/1/2012 18:32
M0000605P,6050015,rTgQqPWxWC,1/1/2012 18:55
M0000605P,6050016,qHGvGxHBsj,2/1/2012 6:40
M0000605P,6050021,WeERKZnwIO,1/1/2012 0:00
M0000605P,6050022,b kHOsquPW,7/1/2012 0:23
M0000605P,6050023,btQAzuWAcr,10/1/2012 23:21
J0000606K,6060011,YULvzlhHyR,1/1/2012 0:00
J0000606K,6060012,YmTKDTsvfq,1/1/2012 1:27
J0000606K,6060013,xqHVEQhNyS,1/1/2012 8:57
J0000606K,6060014,egit ktKwM,1/1/2012 20:45
J0000606K,6060021,rbshuZrHCF,1/1/2012 0:00
J0000606K,6060022,bAXTQmxiOo,1/1/2012 1:19
J0000606K,6060023,  WefHAmZR,1/1/2012 22:45
J0000606K,6060024,vWVlohOcgj,2/1/2012 10:59
J0000606K,6060025,mCtXlclRfp,2/1/2012 19:36
J0000606K,6060026,gGukwUyMNA,4/1/2012 14:50
J0000606K,6060031,ojFpUYCfOr,1/1/2012 0:00
J0000606K,6060032,aRhYGYWBsd,10/1/2012 21:52
J0000606K,6060033,EdAKQnxlPm,17/1/2012 16:28
E0000607S,6070011,dUTMsrMbym,1/1/2012 0:00
E0000607S,6070012,ajtoTbiSsA,16/1/2012 1:30
